STATE/UT,DISTRICT,TOTAL IPC CRIMES,CRIME_RATE
MAHARASHTRA,KOLHAPUR,44545,0.019593689903740417
MAHARASHTRA,LATUR,40706,0.017905056487185038
MAHARASHTRA,MUMBAI,141815,0.062379147686585416
MAHARASHTRA,MUMBAI COMMR.,222670,0.09794425706287752
MAHARASHTRA,MUMBAI RLY.,25194,0.01108190421898835
MAHARASHTRA,NAGPUR COMMR.,104410,0.04592607841170809
MAHARASHTRA,NAGPUR RLY.,13825,0.006081103668631974
MAHARASHTRA,NAGPUR RURAL,54011,0.023757431482566475
MAHARASHTRA,NANDED,62476,0.027480870365385258
MAHARASHTRA,NANDURBAR,16043,0.007056719432612134
MAHARASHTRA,NASIK COMMR.,40123,0.017648616455444535
MAHARASHTRA,NASIK RURAL,57106,0.025118806951240327
MAHARASHTRA,NAVI MUMBAI,51475,0.022641939337636953
MAHARASHTRA,OSMANABAD,34476,0.015164711036510375
MAHARASHTRA,PARBHANI,31594,0.01389702635130261
MAHARASHTRA,PUNE COMMR.,139973,0.06156892034787872
MAHARASHTRA,PUNE RLY.,4474,0.001967946315620937
MAHARASHTRA,PUNE RURAL,74163,0.032621547296691
MAHARASHTRA,RAIGAD,26251,0.011546839233653378
MAHARASHTRA,RATNAGIRI,17421,0.007662850416726048
MAHARASHTRA,SANGLI,33509,0.014739363676831017
MAHARASHTRA,SATARA,48700,0.021421319975578817
MAHARASHTRA,SINDHUDURG,9731,0.004280305229617196
MAHARASHTRA,SOLAPUR COMMR.,20306,0.008931854690433335
MAHARASHTRA,SOLAPUR RURAL,46732,0.020555669919892182
MAHARASHTRA,THANE COMMR.,100617,0.04425767868547872
MAHARASHTRA,THANE RURAL,61234,0.026934560726583023
MAHARASHTRA,TOTAL,2273436,1.0
MAHARASHTRA,WARDHA,45933,0.020204219516186072
MAHARASHTRA,WASHIM,25088,0.011035278758671895
MAHARASHTRA,YAVATMAL,58921,0.02591715799345132
MANIPUR,BISHNUPUR,3612,0.10298813868613138
MANIPUR,CHANDEL,911,0.02597513686131387
MANIPUR,CHURACHANDPUR,1553,0.04428033759124088
MANIPUR,CID,9,0.00025661496350364965
MANIPUR,IMPHAL EAST,4176,0.11906934306569343
MANIPUR,IMPHAL WEST,8507,0.24255816605839417
MANIPUR,IMPHAL(EAST),2176,0.06204379562043796
MANIPUR,IMPHAL(WEST),5146,0.14672673357664234
MANIPUR,SENAPATI,1720,0.04904197080291971
MANIPUR,TAMENGLONG,463,0.013201414233576642
MANIPUR,THOUBAL,6039,0.1721886405109489
MANIPUR,TOTAL,35072,1.0
MANIPUR,UKHRUL,760,0.02166970802919708
MEGHALAYA,GARO HILLS EAST,1771,0.07014139173828667
MEGHALAYA,GARO HILLS SOUTH,746,0.029545724583151807
MEGHALAYA,GARO HILLS WEST,4303,0.17042259099370272
MEGHALAYA,JAINTIA HILLS,3821,0.15133272604855638
MEGHALAYA,KHASI HILLS EAST,10108,0.40033268644302744
MEGHALAYA,KHASI HILLS WEST,1980,0.078418947285041
MEGHALAYA,RI-BHOI,2520,0.09980593290823399
MEGHALAYA,TOTAL,25249,1.0
MIZORAM,AIZAWL,12686,0.4851985007266886
MIZORAM,CHAMPHAI,2325,0.0889237359443127
MIZORAM,KOLASIB,2334,0.08926795685764553
MIZORAM,LAWNGTLAI,1635,0.06253346592212958
MIZORAM,LUNGLEI,3154,0.12063030673908055
MIZORAM,MAMIT,948,0.03625793620439073
MIZORAM,SAIHA,1961,0.0750019123384074
MIZORAM,SERCHHIP,1103,0.04218618526734491
MIZORAM,TOTAL,26146,1.0
NAGALAND,DIMAPUR,5415,0.41232010964745297
NAGALAND,KIPHIRE,195,0.014848092591182518
NAGALAND,KOHIMA,2710,0.20635041498515191
NAGALAND,LONGLENG,84,0.006396101423894007
NAGALAND,MOKOKCHUNG,840,0.06396101423894007
NAGALAND,MON,771,0.058707073783598566
NAGALAND,PEREN,323,0.02459453285616386
NAGALAND,PHEK,603,0.04591487093581055
NAGALAND,TOTAL,13133,1.0
NAGALAND,TUENSANG,559,0.04256453209472322
NAGALAND,WOKHA,902,0.06868194624229042
NAGALAND,ZUNHEBOTO,731,0.055661311200791895
ODISHA,ANGUL,28700,0.04429381460800746
ODISHA,BALASORE,35784,0.055226824457593686
ODISHA,BARAGARH,17604,0.027168930744228686
ODISHA,BERHAMPUR,15429,0.02381216953264624
ODISHA,BHADRAK,22156,0.03419420754198652
ODISHA,BOLANGIR,21339,0.03293329999722199
ODISHA,BOUDH,5307,0.00819049735626117
ODISHA,CUTTACK,40902,0.06312563083960701
ODISHA,DCP BBSR,21234,0.032771249455973185
ODISHA,DCP CTC,11211,0.01730236778990842
ODISHA,DEOGARH,6364,0.009821806138165835
ODISHA,DHENKANAL,19155,0.02956264873924679
ODISHA,GAJAPATI,5035,0.007770709287502353
ODISHA,GANJAM,24398,0.03765437243227059
ODISHA,JAGATSINGHPUR,17153,0.026472885086102856
ODISHA,JAJPUR,24607,0.03797693017628012
ODISHA,JHARSUGUDA,13924,0.021489445108079996
ODISHA,KALAHANDI,15018,0.023177857414043764
ODISHA,KANDHAMAL,11437,0.017651162288215377
ODISHA,KENDRAPARA,15675,0.024191830800714874
ODISHA,KEONJHAR,25987,0.04010673728983588
ODISHA,KHURDA,46286,0.07143496525945063
ODISHA,KORAPUT,17674,0.027276964438394558
ODISHA,MALKANGIR,5325,0.00821827744904668
ODISHA,MAYURBHANJ,27405,0.04229519126593883
ODISHA,NAYAGARH,12732,0.019649785630284005
ODISHA,NOWRANGPUR,9909,0.015292941078423201
ODISHA,NUAPADA,8234,0.012707849110882697
ODISHA,PURI,32735,0.05052118540742593
ODISHA,RAYAGADA,10638,0.016418034836236352
ODISHA,ROURKELA,18312,0.028261614393792076
ODISHA,SAMBALPUR,26185,0.04041231831047649
ODISHA,SONEPUR,5797,0.008946733215422272
ODISHA,SRP(CUTTACK),6016,0.009284724344312644
ODISHA,SRP(ROURKELA),3893,0.006008216734110558
ODISHA,SUNDARGARH,18386,0.02837582144191028
ODISHA,TOTAL,647946,1.0
PUDUCHERRY,KARAIKAL,5291,0.09777145391381477
PUDUCHERRY,PONDICHERRY,30420,0.5621258038288122
PUDUCHERRY,PUDUCHERRY,18405,0.340102742257373
PUDUCHERRY,TOTAL,54116,1.0
PUNJAB,AMRITSAR,15878,0.04133485711905574
PUNJAB,AMRITSAR RURAL,4567,0.011889173224759261
PUNJAB,BARNALA,7376,0.01920178272516407
PUNJAB,BATALA,10143,0.026405054525669627
PUNJAB,BHATINDA,19491,0.05074050258896054
PUNJAB,CP AMRITSAR,5604,0.014588773100843201
PUNJAB,CP JALANDHAR,5786,0.015062569800406633
PUNJAB,CP LUDHIANA,10141,0.026399847968531568
PUNJAB,FARIDKOT,8740,0.02275265469332077
PUNJAB,FATEHGARH SAHIB,9337,0.02430681199903158
PUNJAB,FAZILKA,1802,0.004691107981391765
PUNJAB,FEROZEPUR,6033,0.015705579606957003
PUNJAB,FEROZPUR,13155,0.034246129575587494
PUNJAB,G.R.P,4482,0.011667894546391725
PUNJAB,GURDASPUR,10725,0.02792016265284499
PUNJAB,HOSHIARPUR,17287,0.04500287662281878
PUNJAB,JAGRAON,5444,0.014172248529798427
PUNJAB,JALANDHAR,30397,0.07913185866279993
PUNJAB,JALANDHAR RURAL,3443,0.008963088113169726
PUNJAB,KAPURTHALA,13459,0.03503752626057256
PUNJAB,KHANNA,9915,0.025811507011930825
PUNJAB,LUDHIANA,33313,0.08672301897009094
PUNJAB,LUDHIANA RURAL,3445,0.008968294670307785
PUNJAB,MAJITHA,4151,0.01080620934004285
PUNJAB,MANSA,7787,0.020271730217035336
PUNJAB,MOGA,12371,0.03220515917746811
PUNJAB,MUKTSAR,8306,0.021622831794361818
PUNJAB,NAWAN SHAHR,5181,0.01348758626614358
PUNJAB,PATHANKOT,1013,0.002637121190427224
PUNJAB,PATIALA,36285,0.0944599628772476
PUNJAB,ROPAR,13042,0.03395195909728713
PUNJAB,SANGRUR,18771,0.048866142019259054
PUNJAB,SAS NGR,13503,0.03515207051760988
PUNJAB,SBS NAGAR,3808,0.009913284790865616
PUNJAB,TARN TARAN,9950,0.02590262176184687
PUNJAB,TOTAL,384131,1.0
RAJASTHAN,AJMER,77731,0.04188282228290505
RAJASTHAN,ALWAR,101378,0.054624239459113454
RAJASTHAN,BANSWARA,32173,0.0173353750924072
RAJASTHAN,BARAN,39385,0.02122132682729175
RAJASTHAN,BARMER,33777,0.01819963834570099
RAJASTHAN,BHARATPUR,91034,0.04905071134684975
RAJASTHAN,BHILWARA,64635,0.03482646843930436
RAJASTHAN,BIKANER,45708,0.024628269813935545
RAJASTHAN,BUNDI,41281,0.022242924787544263
RAJASTHAN,CHITTORGARH,67568,0.036406820136256166
RAJASTHAN,CHURU,33949,0.018292314953909553
RAJASTHAN,DAUSA,51097,0.027531957265307265
RAJASTHAN,DHOLPUR,40283,0.021705184932938774
RAJASTHAN,DUNGARPUR,22460,0.012101840816071416
RAJASTHAN,G.R.P.,8236,0.004437700844219242
RAJASTHAN,G.R.P. AJMER,617,0.0003324503910737339
RAJASTHAN,G.R.P. JODHPUR,149,8.028380594811404e-05
RAJASTHAN,G.R.P.AJMER,1453,0.000782901812366508
RAJASTHAN,G.R.P.JODHPUR,286,0.00015410180202121216
RAJASTHAN,GANGANAGAR,62875,0.033878149657635366
RAJASTHAN,HANUMANGARH,43586,0.0234848991010369
RAJASTHAN,JAIPUR,99527,0.05362688828589225
RAJASTHAN,JAIPUR EAST,44533,0.02399515926367357
RAJASTHAN,JAIPUR NORTH,25178,0.013566346752762517
RAJASTHAN,JAIPUR RURAL,53815,0.028996463201998366
RAJASTHAN,JAIPUR SOUTH,35748,0.01926164761767235
RAJASTHAN,JAIPUR WEST,10279,0.005538504975440699
RAJASTHAN,JAISALMER,11431,0.006159222723442225
RAJASTHAN,JALORE,29059,0.015657497429840576
RAJASTHAN,JHALAWAR,42690,0.023002118630369047
RAJASTHAN,JHUNJHUNU,46937,0.025290476508635088
RAJASTHAN,JODHPUR,33821,0.018223346315242715
RAJASTHAN,JODHPUR CITY,21731,0.011709042866164202
RAJASTHAN,JODHPUR EAST,2303,0.0012408966785134672
RAJASTHAN,JODHPUR RURAL,19459,0.010484849529827858
RAJASTHAN,JODHPUR WEST,2228,0.001200485366794618
RAJASTHAN,KARAULI,43750,0.023573265169328783
RAJASTHAN,KOTA,33935,0.018284771509055366
RAJASTHAN,KOTA CITY,28085,0.015132689194985118
RAJASTHAN,KOTA RURAL,14963,0.008062326096655236
RAJASTHAN,NAGAUR,51660,0.02783531151194343
RAJASTHAN,PALI,59702,0.032168481763183245
RAJASTHAN,PRATAPGARH,10372,0.005588615001972072
RAJASTHAN,RAJSAMAND,29413,0.015848238821153545
RAJASTHAN,SAWAI MADHOPUR,40574,0.021861980822407912
RAJASTHAN,SIKAR,54004,0.029098299707529866
RAJASTHAN,SIROHI,24249,0.01306578530493837
RAJASTHAN,TONK,42919,0.023125507835483932
RAJASTHAN,TOTAL,1855916,1.0
RAJASTHAN,UDAIPUR,83890,0.04520139920125695
SIKKIM,EAST,3443,0.4918571428571429
SIKKIM,NORTH,422,0.06028571428571428
SIKKIM,SOUTH,1887,0.2695714285714286
SIKKIM,TOTAL,7000,1.0
SIKKIM,WEST,1248,0.1782857142857143
TAMIL NADU,ARIYALUR,10219,0.004960255822803489
TAMIL NADU,CHENGAI,43561,0.021144310000698968
TAMIL NADU,CHENNAI,164467,0.07983152895674933
TAMIL NADU,CHENNAI RLY.,6097,0.002959455891147164
TAMIL NADU,CHENNAISUBURBAN,19404,0.009418612778714051
TAMIL NADU,COIMBATORE RURAL,99023,0.04806531092489185
TAMIL NADU,COIMBATORE URBAN,52542,0.025503646290414024
TAMIL NADU,CUDDALORE,87567,0.04250462096442246
TAMIL NADU,DHARMAPURI,48360,0.023473722633406077
TAMIL NADU,DINDIGUL,60083,0.029164013171690185
TAMIL NADU,ERODE,76349,0.037059455114514486
TAMIL NADU,KANCHIPURAM,75996,0.03688811053036246
TAMIL NADU,KANYAKUMARI,49772,0.024159100970014214
TAMIL NADU,KARUR,30376,0.014744371354680376
TAMIL NADU,KRISHNAGIRI,41287,0.020040520809872554
TAMIL NADU,MADURAI RURAL,60075,0.02916013000830997
TAMIL NADU,MADURAI URBAN,36716,0.017821778333501605
TAMIL NADU,NAGAPATTINAM,47332,0.022974736139048314
TAMIL NADU,NAMAKKAL,46314,0.02248060359891582
TAMIL NADU,NILGIRIS,16825,0.0081667779840169
TAMIL NADU,PERAMBALUR,26288,0.01276007486738997
TAMIL NADU,PUDUKOTTAI,41981,0.020377385233106296
TAMIL NADU,RAMNATHAPURAM,37777,0.018336782876802758
TAMIL NADU,SALEM RURAL,70481,0.034211154775126006
TAMIL NADU,SALEM URBAN,30591,0.014848731370523683
TAMIL NADU,SIVAGANGAI,33704,0.016359767320850257
TAMIL NADU,THANJAVUR,65756,0.0319176614036859
TAMIL NADU,THENI,46741,0.022687867444334854
TAMIL NADU,THIRUNELVELI RURAL,83750,0.04065186663663687
TAMIL NADU,THIRUNELVELI URBAN,16548,0.008032323451976919
TAMIL NADU,THIRUVALLUR,41317,0.020055082672548366
TAMIL NADU,THIRUVANNAMALAI,50648,0.02458430736014787
TAMIL NADU,THIRUVARUR,40312,0.019567260272908723
TAMIL NADU,THOOTHUGUDI,60701,0.029463987542811876
TAMIL NADU,TIRUPPUR,24261,0.011776178345927727
TAMIL NADU,TOTAL,2060176,1.0
TAMIL NADU,TRICHY RLY.,2126,0.0010319506682924177
TAMIL NADU,TRICHY RURAL,45584,0.022126264940471107
TAMIL NADU,TRICHY URBAN,36196,0.01756937271378756
TAMIL NADU,VELLORE,88523,0.04296865898835828
TAMIL NADU,VILLUPURAM,82961,0.04026888964826306
TAMIL NADU,VILUPPURAM,5959,0.002892471322838437
TAMIL NADU,VIRUDHUNAGAR,55606,0.026990897865036775
TRIPURA,DHALAI,4735,0.08979026813820305
TRIPURA,G.R.P.,6,0.00011377858686995108
TRIPURA,GOMATI,1147,0.021750673189972314
TRIPURA,GRP,21,0.00039822505404482877
TRIPURA,KHOWAI,423,0.008021390374331552
TRIPURA,NORTH,9319,0.1767171085068457
TRIPURA,SIPAHIJALA,987,0.01871657754010695
TRIPURA,SOUTH,13717,0.2601168126825198
TRIPURA,TOTAL,52734,1.0
TRIPURA,UNAKOTI,533,0.010107331133613987
TRIPURA,WEST,21846,0.4142678347934919
UTTAR PRADESH,AGRA,77987,0.041971955907030616
UTTAR PRADESH,ALIGARH,53786,0.028947178637664592
UTTAR PRADESH,ALLAHABAD,57048,0.03070275995466273
UTTAR PRADESH,AMBEDKAR NAGAR,12268,0.006602535744001585
UTTAR PRADESH,AURAIYA,12106,0.006515348689018844
UTTAR PRADESH,AZAMGARH,22155,0.011923637056435859
UTTAR PRADESH,BADAUN,27746,0.014932666836735243
UTTAR PRADESH,BAGHPAT,14906,0.008022285441806946
UTTAR PRADESH,BAHRAICH,18885,0.010163750205858324
UTTAR PRADESH,BALLIA,13090,0.007044929319284377
UTTAR PRADESH,BALRAMPUR,5483,0.0029509050769775586
UTTAR PRADESH,BANDA,14794,0.007962007971695422
UTTAR PRADESH,BARABANKI,25212,0.01356888907546201
UTTAR PRADESH,BAREILLY,53583,0.028837925723087455
UTTAR PRADESH,BASTI,12900,0.006942672896773756
UTTAR PRADESH,BHIM NAGAR,3651,0.0019649378872962004
UTTAR PRADESH,BIJNOR,26305,0.014157132600746795
UTTAR PRADESH,BULANDSHAHAR,38157,0.020535780598619862
UTTAR PRADESH,CHANDOLI,9230,0.004967509367226493
UTTAR PRADESH,CHITRAKOOT DHAM,5551,0.0029875021124024124
UTTAR PRADESH,CSM NAGAR,4011,0.0021586868983689564
UTTAR PRADESH,DEORIA,14425,0.007763415235345847
UTTAR PRADESH,ETAH,28395,0.015281953248363627
UTTAR PRADESH,ETAWAH,21910,0.0117917800905669
UTTAR PRADESH,FAIZABAD,19063,0.010259548327999853
UTTAR PRADESH,FATEHGARH,14341,0.007718207132762204
UTTAR PRADESH,FATEHPUR,19206,0.010336509740731532
UTTAR PRADESH,FIROZABAD,31140,0.016759289457793394
UTTAR PRADESH,G.R.P.,37134,0.01998521049215478
UTTAR PRADESH,GAUTAMBUDH NAGAR,43200,0.023249881328730716
UTTAR PRADESH,GHAZIABAD,71937,0.03871589613761346
UTTAR PRADESH,GHAZIPUR,11865,0.006385644489939582
UTTAR PRADESH,GONDA,18758,0.010095399860285435
UTTAR PRADESH,GORAKHPUR,37602,0.020237084206549363
UTTAR PRADESH,HAMIRPUR,7428,0.003997687928467865
UTTAR PRADESH,HARDOI,27326,0.014706626323817027
UTTAR PRADESH,HATHRAS,20342,0.01094789550900556
UTTAR PRADESH,J.P.NAGAR,15665,0.008430772940152006
UTTAR PRADESH,JALAUN,13960,0.007513156096043538
UTTAR PRADESH,JAUNPUR,20959,0.011279959786316369
UTTAR PRADESH,JHANSI,16686,0.00898026666322224
UTTAR PRADESH,KANNAUJ,14010,0.007540065680914754
UTTAR PRADESH,KANPUR DEHAT,14024,0.007547600364678694
UTTAR PRADESH,KANPUR NAGAR,74203,0.03993543852397698
UTTAR PRADESH,KANSHIRAM NAGAR,4803,0.0025849347227290195
UTTAR PRADESH,KAUSHAMBI,13178,0.007092290188657717
UTTAR PRADESH,KHIRI,30858,0.016607519399119735
UTTAR PRADESH,KUSHI NAGAR,14267,0.007678380947152804
UTTAR PRADESH,LALITPUR,6737,0.0036257974655476586
UTTAR PRADESH,LUCKNOW,118377,0.06370951856599899
UTTAR PRADESH,MAHARAJGANJ,10073,0.005421204968155197
UTTAR PRADESH,MAHOBA,6718,0.0036155718232965964
UTTAR PRADESH,MAINPURI,22040,0.01186174501123206
UTTAR PRADESH,MATHURA,40188,0.02162884793608866
UTTAR PRADESH,MAU,12588,0.006774757087177368
UTTAR PRADESH,MEERUT,62010,0.03337326715728222
UTTAR PRADESH,MIRZAPUR,11503,0.006190819095471978
UTTAR PRADESH,MORADABAD,44213,0.023795069518221558
UTTAR PRADESH,MUZAFFARNAGAR,43541,0.023433404697552413
UTTAR PRADESH,PANCHSHIL NAGAR,3824,0.002058045050950608
UTTAR PRADESH,PILIBHIT,22580,0.012152368527841195
UTTAR PRADESH,PRABUDDH NAGAR,2554,0.0013745415952217189
UTTAR PRADESH,PRATAPGARH,22289,0.011995754743890717
UTTAR PRADESH,RAIBAREILLY,22326,0.012015667836695417
UTTAR PRADESH,RAMABAI NAGAR,5680,0.0030569288413701498
UTTAR PRADESH,RAMPUR,22119,0.011904262155328582
UTTAR PRADESH,SAHARANPUR,31782,0.017104808527539806
UTTAR PRADESH,SANT KABIRNAGAR,7524,0.0040493543314206
UTTAR PRADESH,SHAHJAHANPUR,28037,0.015089280620685722
UTTAR PRADESH,SHRAWASTI,5716,0.0030763037424774257
UTTAR PRADESH,SIDHARTHNAGAR,8601,0.004628986789546595
UTTAR PRADESH,SITAPUR,37798,0.020342569779244528
UTTAR PRADESH,SONBHADRA,8532,0.004591851562424316
UTTAR PRADESH,ST.RAVIDASNAGAR,5372,0.0028911657985634586
UTTAR PRADESH,SULTANPUR,20791,0.011189543581149082
UTTAR PRADESH,TOTAL,1858074,1.0
UTTAR PRADESH,UNNAO,24792,0.013342848562543795
UTTAR PRADESH,VARANASI,34230,0.018422301802834547
UTTARAKHAND,ALMORA,2784,0.0269756986163327
UTTARAKHAND,BAGESHWAR,1052,0.010193403356459052
UTTARAKHAND,CHAMOLI,2011,0.01948567884965699
UTTARAKHAND,CHAMPAWAT,1203,0.011656524940893764
UTTARAKHAND,DEHRADUN,24859,0.24087244680438744
UTTARAKHAND,HARIDWAR,26741,0.259108174101779
UTTARAKHAND,NAINITAL,10211,0.0989399635673036
UTTARAKHAND,PAURI GARHWAL,3913,0.03791519708538429
UTTARAKHAND,PITHORAGARH,2799,0.027121041820084492
UTTARAKHAND,RUDRA PRAYAG,1306,0.01265454827332274
UTTARAKHAND,TEHRI GARHWAL,2581,0.025008720592225107
UTTARAKHAND,TOTAL,103204,1.0
UTTARAKHAND,UDHAMSINGH NAGAR,21638,0.20966241618541917
UTTARAKHAND,UTTARKASHI,2106,0.020406185806751676
WEST BENGAL,24 PARGANAS NORTH,122795,0.10970656765275565
WEST BENGAL,24 PARGANAS SOUTH,120912,0.10802427222631207
WEST BENGAL,ASANSOL,19677,0.01757967451201818
WEST BENGAL,BANKURA,19848,0.017732448021270362
WEST BENGAL,BDN CP,3446,0.0030786989057485724
WEST BENGAL,BIRBHUM,26222,0.02342705824333693
WEST BENGAL,BKP CP,6608,0.005903668708411656
WEST BENGAL,BURDWAN,52305,0.046729932172135544
WEST BENGAL,COOCHBEHAR,26418,0.02360216706095931
WEST BENGAL,DAKSHIN DINAJPUR,17468,0.01560612666442718
WEST BENGAL,DARJEELING,24495,0.021884135141123414
WEST BENGAL,HOOGHLY,47090,0.04207078684611151
WEST BENGAL,HOWRAH,44803,0.04002755283640548
WEST BENGAL,HOWRAH CITY,18870,0.016858690757828077
WEST BENGAL,HOWRAH G.R.P.,7308,0.0065290573427772974
WEST BENGAL,JALPAIGURI,64179,0.057338310235646436
WEST BENGAL,JHARGRAM,711,0.0006352161700485301
WEST BENGAL,KHARAGPUR G.R.P.,1816,0.0016224368000114357
WEST BENGAL,KOLKATA,158429,0.14154242279130602
WEST BENGAL,MALDA,35343,0.03157587214912124
WEST BENGAL,MIDNAPUR,4617,0.004124884749808809
WEST BENGAL,MURSHIDABAD,85689,0.07655560955736779
WEST BENGAL,NADIA,79313,0.07085921251063161
WEST BENGAL,PASCHIM MIDNAPUR,38981,0.03482610622315296
WEST BENGAL,PURAB MIDNAPUR,35502,0.03171792471035572
WEST BENGAL,PURULIA,16958,0.01515048637367507
WEST BENGAL,SEALDAH G.R.P.,4746,0.004240134940999049
WEST BENGAL,SILIGURI G.R.P.,1760,0.0015724057092621844
WEST BENGAL,SILIGURI_PC,3023,0.002700785488124763
WEST BENGAL,TOTAL,1119304,1.0
WEST BENGAL,UTTAR DINAJPUR,29972,0.026777354498867152
